event_id,user_id,title_id,watch_date,watch_hour,device_type,minutes_watched,completed,watch_year,watch_month,is_peak_hour
7806,1426,49,2022-05-30,5,Mobile,104,1,2022,2022-05,False
7807,1781,32,2022-07-27,19,Mobile,131,1,2022,2022-07,True
7808,1003,191,2023-06-22,1,Mobile,167,1,2023,2023-06,False
7809,1243,242,2023-06-29,5,TV,135,1,2023,2023-06,False
7810,1199,33,2023-05-24,12,Web,88,0,2023,2023-05,False
7811,7,163,2022-09-01,7,Mobile,101,1,2022,2022-09,False
7812,1418,388,2024-12-27,2,Mobile,62,1,2024,2024-12,False
7813,47,286,2022-04-28,14,TV,122,1,2022,2022-04,False
7814,1095,262,2022-01-17,18,TV,51,0,2022,2022-01,True
7815,2000,53,2022-09-25,18,TV,72,1,2022,2022-09,True
7816,1576,400,2024-03-20,12,TV,110,1,2024,2024-03,False
7817,1013,297,2022-05-21,11,TV,54,0,2022,2022-05,False
7818,638,215,2024-04-08,1,TV,25,0,2024,2024-04,False
7819,1675,308,2023-03-08,21,Mobile,145,1,2023,2023-03,True
7820,1718,77,2024-04-28,17,Web,79,1,2024,2024-04,False
7821,737,339,2022-08-24,8,TV,176,1,2022,2022-08,False
7822,216,150,2024-05-01,11,Web,5,0,2024,2024-05,False
7823,1165,21,2022-01-03,12,Tablet,170,1,2022,2022-01,False
7824,1269,117,2024-02-17,11,Tablet,168,1,2024,2024-02,False
7825,1869,183,2022-01-26,6,Mobile,128,1,2022,2022-01,False
7826,1781,220,2023-04-10,13,Web,17,0,2023,2023-04,False
7827,459,115,2024-02-12,5,TV,52,1,2024,2024-02,False
7828,506,395,2022-02-24,18,Web,28,0,2022,2022-02,True
7829,1994,133,2024-10-07,22,Tablet,82,0,2024,2024-10,True
7830,654,59,2024-11-25,3,Mobile,51,1,2024,2024-11,False
7831,917,112,2024-01-27,0,TV,90,0,2024,2024-01,False
7832,611,201,2022-09-23,2,Mobile,133,1,2022,2022-09,False
7833,787,23,2024-02-19,9,Mobile,161,1,2024,2024-02,False
7834,1129,46,2022-12-01,4,Web,121,1,2022,2022-12,False
7835,585,79,2023-12-27,14,Web,66,0,2023,2023-12,False
7836,826,196,2022-06-17,7,Mobile,48,0,2022,2022-06,False
7837,706,476,2023-11-06,23,Mobile,84,1,2023,2023-11,True
7838,216,292,2022-12-30,18,Mobile,146,1,2022,2022-12,True
7839,1574,41,2023-10-05,9,Mobile,43,0,2023,2023-10,False
7840,1783,35,2022-12-25,14,Web,115,1,2022,2022-12,False
7841,985,52,2022-10-25,14,TV,149,1,2022,2022-10,False
7842,410,34,2023-01-29,1,TV,147,1,2023,2023-01,False
7843,1287,253,2024-08-16,12,Mobile,139,1,2024,2024-08,False
7844,1069,366,2023-03-18,19,Mobile,147,1,2023,2023-03,True
7845,1103,218,2024-01-27,2,TV,145,1,2024,2024-01,False
7846,1190,204,2024-01-02,1,TV,176,1,2024,2024-01,False
7847,1436,298,2023-10-21,5,TV,143,1,2023,2023-10,False
7848,82,176,2024-11-29,4,Mobile,17,0,2024,2024-11,False
7849,199,405,2022-02-18,9,Mobile,130,1,2022,2022-02,False
7850,192,344,2023-07-27,21,Mobile,152,1,2023,2023-07,True
7851,310,492,2024-12-04,13,Web,156,1,2024,2024-12,False
7852,1944,43,2024-12-24,8,TV,81,0,2024,2024-12,False
7853,1461,217,2023-05-01,15,Web,13,0,2023,2023-05,False
7854,1330,430,2022-03-02,8,Web,72,0,2022,2022-03,False
7855,1398,337,2023-01-27,18,TV,136,1,2023,2023-01,True
7856,68,388,2023-02-16,4,TV,116,1,2023,2023-02,False
7857,427,235,2023-02-03,10,Mobile,168,1,2023,2023-02,False
7858,1589,195,2022-02-03,4,TV,124,1,2022,2022-02,False
7859,926,377,2024-10-08,23,TV,134,1,2024,2024-10,True
7860,1018,235,2023-10-17,0,TV,127,1,2023,2023-10,False
7861,1501,204,2023-02-22,5,TV,15,0,2023,2023-02,False
7862,151,199,2024-12-08,20,Web,127,1,2024,2024-12,True
7863,1598,62,2024-07-18,4,Web,49,0,2024,2024-07,False
7864,1362,393,2022-08-21,17,TV,166,1,2022,2022-08,False
7865,808,426,2022-07-20,10,Web,163,1,2022,2022-07,False
7866,999,15,2024-02-25,9,TV,100,1,2024,2024-02,False
7867,149,202,2024-08-17,1,Mobile,50,0,2024,2024-08,False
7868,410,336,2024-04-15,18,Web,141,1,2024,2024-04,True
7869,493,76,2024-06-21,15,TV,83,1,2024,2024-06,False
7870,1756,152,2022-04-24,6,TV,176,1,2022,2022-04,False
7871,226,481,2022-07-05,10,Mobile,150,1,2022,2022-07,False
7872,583,390,2023-04-19,8,Mobile,136,1,2023,2023-04,False
7873,264,439,2023-10-09,8,Mobile,159,1,2023,2023-10,False
7874,570,492,2022-06-03,21,Mobile,112,1,2022,2022-06,True
7875,22,341,2022-03-08,17,Mobile,111,1,2022,2022-03,False
7876,546,140,2023-01-21,5,Mobile,41,0,2023,2023-01,False
7877,1448,477,2024-02-16,19,TV,42,0,2024,2024-02,True
7878,1535,223,2024-06-02,20,TV,98,1,2024,2024-06,True
7879,759,270,2024-06-14,3,TV,96,1,2024,2024-06,False
7880,1413,274,2022-11-15,5,TV,57,0,2022,2022-11,False
7881,1238,275,2022-11-16,22,Web,34,0,2022,2022-11,True
7882,1807,276,2024-10-18,21,Mobile,150,1,2024,2024-10,True
7883,1610,389,2022-06-21,2,Mobile,16,0,2022,2022-06,False
7884,459,79,2024-04-29,5,Mobile,78,0,2024,2024-04,False
7885,1178,221,2022-01-05,13,Mobile,166,1,2022,2022-01,False
7886,1573,292,2022-10-16,7,TV,21,0,2022,2022-10,False
7887,612,279,2022-07-29,3,TV,110,1,2022,2022-07,False
7888,1147,362,2023-04-12,13,TV,32,0,2023,2023-04,False
7889,801,168,2022-04-30,9,Mobile,125,1,2022,2022-04,False
7890,618,473,2023-11-08,4,Mobile,54,0,2023,2023-11,False
7891,399,8,2023-04-28,6,Mobile,33,0,2023,2023-04,False
7892,71,363,2023-10-27,0,TV,136,1,2023,2023-10,False
7893,1500,85,2024-03-06,22,TV,17,0,2024,2024-03,True
7894,1638,302,2023-09-09,7,TV,105,1,2023,2023-09,False
7895,1304,12,2023-07-27,17,Mobile,11,0,2023,2023-07,False
7896,483,117,2023-02-16,10,Mobile,106,1,2023,2023-02,False
7897,38,196,2023-12-22,22,Mobile,77,1,2023,2023-12,True
7898,1264,49,2024-10-30,0,TV,179,1,2024,2024-10,False
7899,400,165,2022-06-08,2,Web,172,1,2022,2022-06,False
7900,1098,318,2022-04-07,18,Web,139,1,2022,2022-04,True
7901,1941,81,2024-05-24,11,Tablet,30,0,2024,2024-05,False
7902,9,313,2023-11-25,6,Web,174,1,2023,2023-11,False
7903,1155,234,2023-09-27,6,TV,88,1,2023,2023-09,False
7904,1989,420,2022-02-08,4,TV,177,1,2022,2022-02,False
7905,669,319,2023-04-23,20,Mobile,107,1,2023,2023-04,True
7906,1629,224,2023-09-01,15,TV,149,1,2023,2023-09,False
7907,1657,413,2024-04-04,16,TV,67,0,2024,2024-04,False
7908,973,87,2022-07-21,21,TV,6,0,2022,2022-07,True
7909,614,284,2023-10-19,4,Tablet,68,0,2023,2023-10,False
7910,1361,113,2022-04-03,10,Mobile,175,1,2022,2022-04,False
7911,1239,226,2024-06-05,12,TV,159,1,2024,2024-06,False
7912,954,239,2022-02-27,10,Mobile,127,1,2022,2022-02,False
7913,386,300,2023-09-15,7,Web,31,0,2023,2023-09,False
7914,1490,157,2024-11-12,11,TV,126,1,2024,2024-11,False
7915,423,331,2023-01-19,19,TV,113,1,2023,2023-01,True
7916,269,91,2022-05-21,3,Mobile,93,1,2022,2022-05,False
7917,135,84,2023-12-13,20,TV,89,1,2023,2023-12,True
7918,893,54,2023-01-29,7,TV,26,0,2023,2023-01,False
7919,241,241,2023-12-31,2,TV,128,1,2023,2023-12,False
7920,672,207,2023-05-30,10,TV,48,0,2023,2023-05,False
7921,484,413,2023-01-18,14,Mobile,9,0,2023,2023-01,False
7922,920,169,2022-01-27,23,TV,89,1,2022,2022-01,True
7923,1556,291,2023-02-09,18,Web,20,0,2023,2023-02,True
7924,901,483,2024-10-09,9,Tablet,34,0,2024,2024-10,False
7925,1115,308,2024-12-19,0,Mobile,143,1,2024,2024-12,False
7926,287,429,2022-01-17,1,TV,144,1,2022,2022-01,False
7927,227,255,2022-08-03,18,Mobile,71,0,2022,2022-08,True
7928,1953,92,2024-09-25,6,TV,84,1,2024,2024-09,False
7929,1240,225,2024-06-28,13,TV,19,0,2024,2024-06,False
7930,31,377,2022-02-04,22,Mobile,94,1,2022,2022-02,True
7931,1131,58,2023-04-12,7,TV,149,1,2023,2023-04,False
7932,21,241,2023-03-26,20,Web,156,1,2023,2023-03,True
7933,155,259,2024-12-14,7,TV,177,1,2024,2024-12,False
7934,747,464,2024-05-07,14,Mobile,87,1,2024,2024-05,False
7935,1313,489,2024-04-24,1,Mobile,57,0,2024,2024-04,False
7936,1241,305,2022-01-28,12,Mobile,79,1,2022,2022-01,False
7937,1582,106,2024-01-29,17,TV,165,1,2024,2024-01,False
7938,360,102,2024-06-05,15,Web,96,1,2024,2024-06,False
7939,384,300,2023-03-29,21,TV,65,1,2023,2023-03,True
7940,1067,98,2023-05-31,23,TV,6,0,2023,2023-05,True
7941,1738,337,2022-10-05,13,TV,172,1,2022,2022-10,False
7942,1446,484,2023-06-01,10,Web,136,1,2023,2023-06,False
7943,1339,94,2023-01-07,0,TV,32,0,2023,2023-01,False
7944,189,460,2022-07-23,19,TV,149,1,2022,2022-07,True
7945,1757,20,2024-12-22,4,Mobile,32,0,2024,2024-12,False
7946,1969,242,2022-09-13,21,TV,57,1,2022,2022-09,True
7947,1165,193,2022-07-25,16,Web,112,1,2022,2022-07,False
7948,674,282,2024-05-24,5,Mobile,48,0,2024,2024-05,False
7949,1326,242,2022-06-22,7,Mobile,117,1,2022,2022-06,False
7950,1285,274,2022-01-12,9,Web,169,1,2022,2022-01,False
7951,1859,61,2023-10-05,11,Mobile,74,0,2023,2023-10,False
7952,222,382,2022-12-16,17,Mobile,91,1,2022,2022-12,False
7953,1031,472,2024-01-31,6,TV,58,1,2024,2024-01,False
7954,1419,238,2022-12-17,5,TV,21,0,2022,2022-12,False
7955,699,429,2022-04-13,9,Web,53,1,2022,2022-04,False
7956,1681,62,2022-10-24,7,Mobile,170,1,2022,2022-10,False
7957,130,367,2023-03-14,7,TV,16,0,2023,2023-03,False
7958,211,163,2022-12-07,8,TV,14,0,2022,2022-12,False
7959,1582,335,2023-10-16,19,TV,120,1,2023,2023-10,True
7960,252,285,2022-05-15,23,TV,137,1,2022,2022-05,True
7961,838,23,2023-12-13,2,Web,37,0,2023,2023-12,False
7962,563,176,2022-07-02,16,TV,61,0,2022,2022-07,False
7963,1377,218,2023-10-22,8,Mobile,35,0,2023,2023-10,False
7964,24,407,2023-09-03,12,Mobile,173,1,2023,2023-09,False
7965,714,55,2022-06-28,9,Web,20,0,2022,2022-06,False
7966,1973,474,2023-09-08,10,Mobile,29,0,2023,2023-09,False
7967,738,25,2024-11-26,10,TV,24,0,2024,2024-11,False
7968,1197,121,2024-10-14,16,TV,139,1,2024,2024-10,False
7969,1977,72,2024-04-07,18,Mobile,173,1,2024,2024-04,True
7970,1216,445,2023-08-06,21,Mobile,179,1,2023,2023-08,True
7971,1510,284,2024-04-24,20,TV,54,0,2024,2024-04,True
7972,1918,358,2023-04-25,5,TV,86,1,2023,2023-04,False
7973,1235,345,2022-12-06,21,TV,39,0,2022,2022-12,True
7974,1665,294,2022-04-15,17,TV,59,0,2022,2022-04,False
7975,1017,150,2023-06-15,9,Mobile,37,0,2023,2023-06,False
7976,1629,66,2024-03-16,5,Tablet,28,0,2024,2024-03,False
7977,1284,218,2024-07-30,15,Web,77,0,2024,2024-07,False
7978,680,206,2023-05-04,18,TV,93,1,2023,2023-05,True
7979,1117,219,2024-01-28,11,Mobile,116,1,2024,2024-01,False
7980,670,498,2024-04-11,17,TV,28,0,2024,2024-04,False
7981,795,65,2022-09-21,17,Mobile,70,1,2022,2022-09,False
7982,584,325,2022-07-31,16,TV,168,1,2022,2022-07,False
7983,983,79,2023-09-08,7,Web,96,1,2023,2023-09,False
7984,694,296,2023-11-05,6,Mobile,65,0,2023,2023-11,False
7985,1253,339,2022-02-21,9,TV,142,1,2022,2022-02,False
7986,740,18,2024-03-04,23,TV,123,1,2024,2024-03,True
7987,983,231,2023-06-12,1,Mobile,102,1,2023,2023-06,False
7988,281,161,2023-02-01,8,TV,85,1,2023,2023-02,False
7989,774,244,2023-05-27,21,Tablet,125,1,2023,2023-05,True
7990,712,245,2023-06-10,21,Mobile,93,1,2023,2023-06,True
7991,1923,237,2024-02-28,4,Tablet,118,1,2024,2024-02,False
7992,894,321,2022-03-12,4,TV,27,0,2022,2022-03,False
7993,44,101,2024-07-15,3,Web,144,1,2024,2024-07,False
7994,619,429,2022-10-23,9,Tablet,106,1,2022,2022-10,False
7995,1459,421,2024-07-30,2,Mobile,108,1,2024,2024-07,False
7996,331,230,2022-06-30,0,TV,159,1,2022,2022-06,False
7997,326,455,2023-01-29,14,TV,54,0,2023,2023-01,False
7998,747,138,2023-02-15,2,TV,111,1,2023,2023-02,False
7999,714,103,2022-07-13,11,Mobile,111,1,2022,2022-07,False
8000,962,141,2022-04-08,10,TV,42,0,2022,2022-04,False
8001,69,391,2022-01-02,13,Mobile,58,1,2022,2022-01,False
8002,1442,69,2024-06-26,19,TV,99,1,2024,2024-06,True
8003,428,153,2022-05-08,7,Web,124,1,2022,2022-05,False
8004,1423,73,2024-03-14,16,Mobile,125,1,2024,2024-03,False
8005,1130,223,2022-01-19,17,TV,163,1,2022,2022-01,False
8006,406,153,2024-08-05,13,Mobile,74,0,2024,2024-08,False
8007,940,409,2022-10-01,9,TV,148,1,2022,2022-10,False
8008,74,384,2024-11-03,0,Mobile,57,1,2024,2024-11,False
8009,1404,443,2023-06-02,5,Tablet,69,0,2023,2023-06,False
8010,608,207,2023-09-10,19,Mobile,78,0,2023,2023-09,True
8011,767,266,2023-06-07,10,TV,86,1,2023,2023-06,False
8012,315,430,2024-03-26,7,TV,95,1,2024,2024-03,False
8013,730,357,2022-08-26,21,Mobile,127,1,2022,2022-08,True
8014,792,475,2023-06-21,13,TV,25,0,2023,2023-06,False
8015,450,491,2022-09-28,23,Mobile,139,1,2022,2022-09,True
8016,1959,38,2024-05-10,19,Mobile,101,1,2024,2024-05,True
8017,560,118,2024-07-28,4,Mobile,154,1,2024,2024-07,False
8018,363,356,2023-08-11,1,Mobile,167,1,2023,2023-08,False
8019,1097,50,2023-11-14,0,TV,37,0,2023,2023-11,False
8020,638,43,2024-03-17,7,Mobile,177,1,2024,2024-03,False
8021,908,69,2023-03-21,20,TV,41,0,2023,2023-03,True
8022,1451,36,2022-10-29,22,Mobile,98,1,2022,2022-10,True
8023,157,333,2024-11-03,22,TV,53,0,2024,2024-11,True
8024,1019,138,2024-01-23,2,Mobile,164,1,2024,2024-01,False
8025,44,472,2022-01-27,16,TV,133,1,2022,2022-01,False
8026,88,51,2023-09-26,8,Tablet,112,1,2023,2023-09,False
8027,186,229,2023-05-07,1,Mobile,5,0,2023,2023-05,False
8028,324,332,2022-10-01,21,TV,9,0,2022,2022-10,True
8029,699,181,2024-05-14,10,TV,104,1,2024,2024-05,False
8030,1871,359,2024-01-21,2,TV,89,1,2024,2024-01,False
8031,1813,421,2023-05-23,10,TV,151,1,2023,2023-05,False
8032,207,320,2023-02-10,16,TV,88,1,2023,2023-02,False
8033,1983,304,2022-09-02,12,Web,159,1,2022,2022-09,False
8034,1271,288,2023-11-20,16,Tablet,122,1,2023,2023-11,False
8035,1108,497,2024-07-25,9,Web,174,1,2024,2024-07,False
8036,1585,391,2023-12-22,5,Mobile,43,0,2023,2023-12,False
8037,969,31,2022-01-13,14,Web,52,0,2022,2022-01,False
8038,531,387,2024-01-05,3,TV,142,1,2024,2024-01,False
8039,1060,83,2023-04-25,10,Web,132,1,2023,2023-04,False
8040,1451,436,2024-01-19,18,TV,57,1,2024,2024-01,True
8041,1366,163,2023-02-20,3,Mobile,110,1,2023,2023-02,False
8042,340,347,2023-04-03,5,TV,71,0,2023,2023-04,False
8043,1877,370,2023-05-09,6,Mobile,40,0,2023,2023-05,False
8044,570,178,2023-11-16,18,TV,51,0,2023,2023-11,True
8045,1640,482,2024-07-10,0,Mobile,57,1,2024,2024-07,False
8046,624,263,2024-09-19,21,TV,41,0,2024,2024-09,True
8047,127,212,2022-07-13,12,Mobile,62,1,2022,2022-07,False
8048,1993,246,2022-03-16,1,Tablet,176,1,2022,2022-03,False
8049,1178,154,2024-07-01,22,TV,42,0,2024,2024-07,True
8050,430,54,2024-05-07,6,Web,145,1,2024,2024-05,False
8051,1,491,2022-11-01,0,Tablet,87,1,2022,2022-11,False
8052,259,406,2022-05-22,17,Web,76,0,2022,2022-05,False
8053,340,408,2022-05-18,13,TV,154,1,2022,2022-05,False
8054,1852,457,2023-05-25,13,TV,124,1,2023,2023-05,False
8055,355,307,2022-11-06,7,TV,105,1,2022,2022-11,False
8056,324,493,2022-06-29,12,Mobile,32,0,2022,2022-06,False
8057,1676,493,2024-06-07,14,TV,5,0,2024,2024-06,False
8058,1759,124,2024-05-06,11,Mobile,23,0,2024,2024-05,False
8059,418,221,2023-08-03,7,Mobile,169,1,2023,2023-08,False
8060,1301,48,2022-02-10,22,TV,27,0,2022,2022-02,True
8061,1069,352,2022-06-02,11,TV,74,1,2022,2022-06,False
8062,1154,56,2024-02-07,18,Web,53,1,2024,2024-02,True
8063,623,382,2023-02-15,8,TV,11,0,2023,2023-02,False
8064,1503,403,2023-03-16,13,TV,140,1,2023,2023-03,False
8065,1762,206,2024-06-11,11,Mobile,136,1,2024,2024-06,False
8066,1452,316,2022-10-18,7,TV,66,1,2022,2022-10,False
8067,1807,475,2024-12-07,22,TV,63,1,2024,2024-12,True
8068,222,379,2024-11-17,0,Mobile,99,1,2024,2024-11,False
8069,1315,221,2023-10-15,10,TV,52,0,2023,2023-10,False
8070,1999,453,2022-11-16,16,Mobile,145,1,2022,2022-11,False
8071,1072,21,2024-12-18,4,Mobile,153,1,2024,2024-12,False
8072,1884,114,2022-08-20,3,TV,173,1,2022,2022-08,False
8073,697,164,2024-08-05,9,Mobile,130,1,2024,2024-08,False
8074,1794,183,2023-04-18,3,Mobile,174,1,2023,2023-04,False
8075,1878,337,2024-07-30,4,Mobile,24,0,2024,2024-07,False
8076,1245,397,2022-11-27,2,Mobile,84,1,2022,2022-11,False
8077,1410,27,2024-02-23,23,Mobile,118,1,2024,2024-02,True
8078,1046,130,2024-03-07,21,Mobile,32,0,2024,2024-03,True
8079,634,409,2023-02-13,14,Web,49,1,2023,2023-02,False
8080,1073,254,2022-02-03,13,TV,160,1,2022,2022-02,False
8081,1925,156,2022-11-23,8,Mobile,31,0,2022,2022-11,False
8082,30,222,2024-01-28,19,Web,95,1,2024,2024-01,True
8083,411,303,2024-05-16,7,TV,55,0,2024,2024-05,False
8084,999,298,2023-04-08,0,TV,80,1,2023,2023-04,False
8085,679,415,2024-09-04,4,Mobile,87,1,2024,2024-09,False
8086,1248,495,2024-05-08,11,TV,127,1,2024,2024-05,False
8087,722,404,2022-04-22,15,TV,15,0,2022,2022-04,False
8088,1318,52,2023-01-01,14,Mobile,141,1,2023,2023-01,False
8089,213,211,2023-07-28,9,Web,149,1,2023,2023-07,False
8090,665,243,2022-01-20,21,Web,10,0,2022,2022-01,True
8091,1386,315,2022-10-28,7,TV,129,1,2022,2022-10,False
8092,943,480,2024-04-15,14,Mobile,100,1,2024,2024-04,False
8093,1428,224,2024-07-24,2,Mobile,102,1,2024,2024-07,False
8094,1273,174,2022-05-26,3,Mobile,128,1,2022,2022-05,False
8095,657,450,2023-10-16,21,Mobile,116,1,2023,2023-10,True
8096,857,371,2023-06-08,17,Mobile,25,0,2023,2023-06,False
8097,1930,230,2024-07-23,16,Mobile,127,1,2024,2024-07,False
8098,1925,465,2024-07-01,8,TV,117,1,2024,2024-07,False
8099,72,152,2024-11-08,17,Mobile,130,1,2024,2024-11,False
8100,1411,121,2024-10-09,5,Tablet,42,0,2024,2024-10,False
8101,982,11,2024-03-20,15,Mobile,159,1,2024,2024-03,False
8102,3,41,2022-09-27,20,Mobile,27,0,2022,2022-09,True
8103,1269,433,2022-10-01,19,Mobile,10,0,2022,2022-10,True
8104,47,38,2024-07-06,13,TV,126,1,2024,2024-07,False
8105,638,383,2024-02-05,7,TV,109,1,2024,2024-02,False
8106,1381,37,2024-04-29,11,Mobile,22,0,2024,2024-04,False
8107,1626,116,2022-11-05,23,Mobile,48,0,2022,2022-11,True
8108,826,176,2024-10-08,20,Mobile,19,0,2024,2024-10,True
8109,1618,108,2022-07-06,1,Mobile,72,1,2022,2022-07,False
8110,1679,64,2024-06-11,22,Mobile,128,1,2024,2024-06,True
8111,896,495,2023-01-03,22,Web,27,0,2023,2023-01,True
8112,347,203,2022-04-08,15,Mobile,173,1,2022,2022-04,False
8113,1319,212,2024-06-18,13,Mobile,170,1,2024,2024-06,False
8114,28,378,2024-10-31,20,Mobile,107,1,2024,2024-10,True
8115,1787,457,2024-11-28,7,TV,108,1,2024,2024-11,False
8116,777,150,2022-01-28,10,Web,42,0,2022,2022-01,False
8117,1521,227,2023-05-13,7,Mobile,178,1,2023,2023-05,False
8118,1473,240,2023-01-12,21,TV,179,1,2023,2023-01,True
8119,946,131,2023-01-03,14,Mobile,109,1,2023,2023-01,False
8120,1944,64,2023-03-03,17,Mobile,169,1,2023,2023-03,False
8121,1593,461,2022-01-21,1,TV,11,0,2022,2022-01,False
8122,1768,350,2023-06-16,21,Web,153,1,2023,2023-06,True
8123,188,340,2022-03-23,14,Web,98,1,2022,2022-03,False
8124,969,159,2022-09-15,20,TV,44,0,2022,2022-09,True
8125,1904,331,2024-02-27,1,TV,153,1,2024,2024-02,False
8126,1626,68,2022-05-16,8,TV,31,0,2022,2022-05,False
8127,909,60,2024-01-09,14,TV,29,0,2024,2024-01,False
8128,141,478,2024-07-05,21,Mobile,159,1,2024,2024-07,True
8129,565,115,2024-12-06,21,TV,74,1,2024,2024-12,True
8130,1145,385,2023-12-04,13,Mobile,12,0,2023,2023-12,False
8131,1284,140,2024-08-23,11,Web,25,0,2024,2024-08,False
8132,1849,327,2023-06-05,19,TV,104,1,2023,2023-06,True
8133,186,307,2024-09-15,17,TV,63,1,2024,2024-09,False
8134,793,362,2024-04-28,17,TV,16,0,2024,2024-04,False
8135,545,477,2024-10-01,0,Web,119,1,2024,2024-10,False
8136,1921,213,2024-09-29,22,Mobile,32,0,2024,2024-09,True
8137,333,433,2024-01-25,0,TV,36,0,2024,2024-01,False
8138,442,150,2022-09-03,16,Mobile,70,1,2022,2022-09,False
8139,596,482,2022-02-21,15,Mobile,120,1,2022,2022-02,False
8140,212,250,2022-12-20,17,Web,88,0,2022,2022-12,False
8141,1287,423,2022-11-22,22,TV,105,1,2022,2022-11,True
8142,1050,413,2024-10-20,23,TV,122,1,2024,2024-10,True
8143,1116,318,2022-02-11,3,Mobile,60,0,2022,2022-02,False
8144,1815,482,2023-08-19,20,TV,179,1,2023,2023-08,True
8145,867,338,2024-12-17,13,Mobile,62,0,2024,2024-12,False
8146,623,303,2022-11-04,14,TV,146,1,2022,2022-11,False
8147,751,127,2023-09-27,23,TV,153,1,2023,2023-09,True
8148,1601,189,2022-06-23,18,Mobile,129,1,2022,2022-06,True
8149,1057,4,2023-04-06,22,TV,62,1,2023,2023-04,True
8150,339,360,2024-12-18,6,TV,23,0,2024,2024-12,False
8151,1380,304,2024-01-06,20,TV,90,1,2024,2024-01,True
8152,1492,349,2023-08-09,13,Web,168,1,2023,2023-08,False
8153,500,315,2024-11-27,4,TV,159,1,2024,2024-11,False
8154,1115,124,2024-08-02,23,Web,60,0,2024,2024-08,True
8155,1128,500,2022-10-31,7,TV,46,0,2022,2022-10,False
8156,351,218,2023-11-28,4,Web,54,0,2023,2023-11,False
8157,19,350,2023-12-13,14,TV,27,0,2023,2023-12,False
8158,1437,68,2023-05-01,21,TV,101,1,2023,2023-05,True
8159,1231,299,2022-07-20,11,Mobile,36,0,2022,2022-07,False
8160,1428,202,2024-07-28,17,Web,34,0,2024,2024-07,False
8161,755,464,2022-06-27,22,TV,50,1,2022,2022-06,True
8162,1031,382,2023-01-26,6,Mobile,61,1,2023,2023-01,False
8163,1964,468,2022-09-29,0,TV,39,0,2022,2022-09,False
8164,451,157,2024-04-21,22,TV,15,0,2024,2024-04,True
8165,1306,331,2022-04-18,16,TV,159,1,2022,2022-04,False
8166,265,317,2023-05-12,10,Mobile,153,1,2023,2023-05,False
8167,132,126,2024-07-12,19,Mobile,152,1,2024,2024-07,True
8168,1915,164,2024-09-09,11,Mobile,109,1,2024,2024-09,False
8169,260,338,2022-08-15,21,TV,140,1,2022,2022-08,True
8170,1312,74,2023-07-06,11,Mobile,68,1,2023,2023-07,False
8171,1029,201,2023-06-20,6,Tablet,27,0,2023,2023-06,False
8172,1619,371,2022-12-23,4,Web,137,1,2022,2022-12,False
8173,1094,421,2024-05-28,5,Mobile,76,1,2024,2024-05,False
8174,1394,295,2024-03-05,15,Mobile,156,1,2024,2024-03,False
8175,1789,335,2022-04-01,3,TV,145,1,2022,2022-04,False
8176,1659,413,2024-07-30,12,TV,72,1,2024,2024-07,False
8177,1444,116,2023-02-06,2,TV,157,1,2023,2023-02,False
8178,325,340,2024-07-20,23,TV,50,0,2024,2024-07,True
8179,339,368,2024-04-17,2,Web,59,1,2024,2024-04,False
8180,994,409,2023-06-08,18,TV,106,1,2023,2023-06,True
8181,1318,305,2024-01-09,9,Mobile,161,1,2024,2024-01,False
8182,1335,78,2023-04-27,10,Web,138,1,2023,2023-04,False
8183,1574,26,2024-05-02,2,Web,35,0,2024,2024-05,False
8184,207,308,2022-06-13,21,Mobile,138,1,2022,2022-06,True
8185,347,139,2023-10-25,23,Mobile,72,1,2023,2023-10,True
8186,300,184,2022-02-12,22,Mobile,89,1,2022,2022-02,True
8187,1083,231,2024-03-01,22,Mobile,55,0,2024,2024-03,True
8188,1268,374,2024-10-17,13,TV,154,1,2024,2024-10,False
8189,232,178,2024-04-12,23,Mobile,109,1,2024,2024-04,True
8190,1738,291,2024-03-05,23,Mobile,7,0,2024,2024-03,True
8191,607,249,2024-06-15,17,Mobile,93,1,2024,2024-06,False
8192,1321,28,2023-09-24,12,Mobile,38,0,2023,2023-09,False
8193,1504,346,2023-11-04,4,Mobile,162,1,2023,2023-11,False
8194,73,267,2023-10-01,5,TV,174,1,2023,2023-10,False
8195,1730,111,2023-06-01,11,Mobile,6,0,2023,2023-06,False
8196,1941,373,2022-01-26,12,TV,99,1,2022,2022-01,False
8197,1918,50,2022-03-30,14,Mobile,124,1,2022,2022-03,False
8198,280,132,2023-05-12,11,Web,42,0,2023,2023-05,False
8199,786,120,2022-10-26,18,Web,108,1,2022,2022-10,True
8200,466,328,2024-10-05,12,TV,140,1,2024,2024-10,False
8201,902,495,2024-12-14,17,TV,24,0,2024,2024-12,False
8202,1950,421,2023-05-21,4,Mobile,95,1,2023,2023-05,False
8203,1527,70,2024-02-03,16,TV,43,0,2024,2024-02,False
8204,1543,33,2023-09-28,4,Mobile,10,0,2023,2023-09,False
8205,844,395,2022-10-01,12,TV,11,0,2022,2022-10,False
8206,1874,290,2023-02-17,9,Web,35,0,2023,2023-02,False
8207,1841,180,2023-02-26,5,Mobile,117,1,2023,2023-02,False
8208,1614,444,2022-04-26,18,TV,48,0,2022,2022-04,True
8209,1629,90,2022-01-21,20,Web,35,0,2022,2022-01,True
8210,1304,64,2022-12-21,5,Mobile,86,1,2022,2022-12,False
